user_id,segment,total_spend
0,NonVIP,874.0982505515568
1,NonVIP,616.4360795087275
2,NonVIP,949.7784016419496
3,NonVIP,1537.1209320529551
4,NonVIP,584.7682669618624
5,NonVIP,584.7735473120398
6,NonVIP,1585.3604100852958
7,NonVIP,1014.4370438773628
8,NonVIP,513.7768810923686
9,NonVIP,896.4190774285964
10,NonVIP,515.4912187880477
11,NonVIP,514.8361195395016
12,NonVIP,759.8182419591826
13,NonVIP,232.22247715953435
14,NonVIP,257.5709438146848
15,NonVIP,488.20815347607646
16,NonVIP,381.0546807341348
17,NonVIP,790.634693921658
18,NonVIP,403.6655782125954
19,NonVIP,305.89226483776054
20,NonVIP,1489.3675159896281
21,NonVIP,587.4687392012495
22,NonVIP,690.3098208774813
23,NonVIP,303.8057441287805
24,NonVIP,493.039603032535
25,NonVIP,706.9835684107528
26,NonVIP,353.1714144513964
27,NonVIP,817.8131684521227
28,NonVIP,478.01815863433364
29,NonVIP,566.5517561871161
30,NonVIP,477.7374736325308
31,NonVIP,1842.2685549274302
32,NonVIP,660.2222537199743
33,NonVIP,371.7639050981607
34,NonVIP,1045.655982239566
35,NonVIP,339.8607559888159
36,NonVIP,746.1114436017963
37,NonVIP,226.37240024803708
38,NonVIP,320.3767583579043
39,NonVIP,741.2023609605825
40,NonVIP,998.4026171915311
41,NonVIP,730.8823878377916
42,NonVIP,624.1516980581888
43,NonVIP,563.627159073767
44,NonVIP,294.9520808350025
45,NonVIP,447.68313104269475
46,NonVIP,516.2797015928948
47,NonVIP,1189.653330100262
48,NonVIP,803.5103443939543
49,NonVIP,252.22660623849754
50,NonVIP,794.9237381256961
51,NonVIP,538.1862800996563
52,NonVIP,458.3774172195401
53,NonVIP,931.1514688762811
54,NonVIP,1172.683202254985
55,NonVIP,1110.098540414069
56,NonVIP,419.2344719066037
57,NonVIP,561.1191060748087
58,NonVIP,798.0688622490894
59,NonVIP,1137.4563994279986
60,NonVIP,511.04322168728544
61,NonVIP,600.5750199352716
62,NonVIP,361.9535049806198
63,NonVIP,344.4973357513131
64,NonVIP,1039.909742505419
65,NonVIP,1402.3883350352696
66,NonVIP,639.3131731411742
67,NonVIP,1155.1010332905219
68,NonVIP,811.5125189622541
69,NonVIP,466.4655337714088
70,NonVIP,811.4052191503429
71,NonVIP,1549.8603538376747
72,NonVIP,652.1637485581207
73,NonVIP,1572.707618493403
74,NonVIP,157.45507708916335
75,NonVIP,1045.2865918846128
76,NonVIP,697.7604768748414
77,NonVIP,564.2773902321793
78,NonVIP,699.5717954600271
79,NonVIP,222.9253800759831
80,NonVIP,589.4444373578511
81,NonVIP,809.4960668221028
82,NonVIP,1499.432113801683
83,NonVIP,500.17167022757434
84,NonVIP,426.37895578486945
85,NonVIP,504.7350438913325
86,NonVIP,1100.446367085415
87,NonVIP,796.9668706120949
88,NonVIP,497.0208057657362
89,NonVIP,882.0926432704773
90,NonVIP,701.620494795484
91,NonVIP,1133.1478477514947
92,NonVIP,452.0852636188183
93,NonVIP,555.4540122206356
94,NonVIP,536.1106175355222
95,NonVIP,297.3966526335189
96,NonVIP,782.7913241689005
97,NonVIP,767.839248737268
98,NonVIP,667.014911110236
99,NonVIP,584.6287770390838
100,NonVIP,305.37669859036663
101,NonVIP,527.7618142121255
102,NonVIP,550.8745002178503
103,NonVIP,427.83923331762384
104,NonVIP,608.6801098860947
105,NonVIP,830.6661516607712
106,NonVIP,1876.9478371666441
107,NonVIP,732.1737118350443
108,NonVIP,766.3605224045914
109,NonVIP,638.4572671716166
110,NonVIP,231.5222153565678
111,NonVIP,655.512497422743
112,NonVIP,687.5445417675253
113,NonVIP,2578.036036483989
114,NonVIP,598.3653193627404
115,NonVIP,785.1313575824481
116,NonVIP,652.5635484154465
117,NonVIP,349.7529609133758
118,NonVIP,1247.0705850697416
119,NonVIP,1005.8247874818858
120,NonVIP,1027.6886915007876
121,NonVIP,403.3629995668488
122,NonVIP,1438.7599432050522
123,NonVIP,307.6558891781147
124,NonVIP,918.527093334352
125,NonVIP,2218.863915705344
126,NonVIP,385.7559907188866
127,NonVIP,487.132543218062
128,NonVIP,702.6144111528391
129,NonVIP,504.2581756741196
130,NonVIP,283.47816843357816
131,NonVIP,690.7028042811145
132,NonVIP,370.8260028015123
133,NonVIP,863.0527704093181
134,NonVIP,401.14247809553655
135,NonVIP,1560.0356035313393
136,NonVIP,432.33929679314735
137,NonVIP,557.1676410934244
138,NonVIP,1040.4769258361248
139,NonVIP,337.9928109781212
140,NonVIP,753.7818209747949
141,NonVIP,1365.0256721189257
142,NonVIP,274.75621703299987
143,NonVIP,736.2344558849478
144,NonVIP,767.344257339475
145,NonVIP,1022.496617126273
146,NonVIP,336.86326595667435
147,NonVIP,321.74163986195896
148,NonVIP,886.3109612456021
149,NonVIP,783.1635656488071
150,NonVIP,763.3915472080043
151,NonVIP,804.76194663817
152,NonVIP,457.59586471779755
153,NonVIP,755.7718413235708
154,NonVIP,781.480236468725
155,NonVIP,449.0376422999154
156,NonVIP,1855.9945578140994
157,NonVIP,863.1669336490316
158,NonVIP,345.42760230213497
159,NonVIP,954.4206285910329
160,NonVIP,389.1345152394476
161,NonVIP,1025.459959668536
162,NonVIP,1257.936008669253
163,NonVIP,423.5301588537251
164,NonVIP,1129.8688817048007
165,NonVIP,834.6642179779379
166,NonVIP,1045.3772332320634
167,NonVIP,1887.929755914744
168,NonVIP,581.1660615276697
169,NonVIP,439.4153571458333
170,NonVIP,407.7960058492148
171,NonVIP,424.66657995186966
172,NonVIP,637.525362032892
173,NonVIP,802.4211431185001
174,NonVIP,774.4707862363962
175,NonVIP,1048.3269453371747
176,NonVIP,669.9151352341527
177,NonVIP,1479.476728530191
178,NonVIP,575.0395043869984
179,NonVIP,2969.334229820164
180,NonVIP,938.3443957527692
181,NonVIP,415.11821868718886
182,NonVIP,369.0784141980516
183,NonVIP,867.2782229717396
184,NonVIP,588.2167297934247
185,NonVIP,985.0577528129074
186,NonVIP,862.8843678462212
187,NonVIP,639.0253328016368
188,NonVIP,417.49119533992956
189,NonVIP,289.11774475103493
190,NonVIP,520.3058315898783
191,NonVIP,1065.308105111018
192,NonVIP,748.2607842598742
193,NonVIP,335.23898706639494
194,NonVIP,731.6114077093115
195,NonVIP,822.1513965796838
196,NonVIP,409.066776355656
197,NonVIP,723.8243904011612
198,NonVIP,686.7805405682575
199,NonVIP,354.7333342907578
200,NonVIP,809.7965539791442
201,NonVIP,905.4494855371986
202,NonVIP,1206.7404778216683
203,NonVIP,1187.4828914668446
204,NonVIP,311.77502301423027
205,NonVIP,397.10321251604773
206,NonVIP,882.9507267614149
207,NonVIP,882.3442385490208
208,NonVIP,882.956757780098
209,NonVIP,5535.860619461139
210,NonVIP,910.4962503079349
211,NonVIP,1242.1028910522032
212,NonVIP,1124.0583814777492
213,NonVIP,951.7145888542515
214,NonVIP,559.2529724650311
215,NonVIP,1009.7247735569654
216,NonVIP,434.8260786761151
217,NonVIP,583.9116962200885
218,NonVIP,509.3065266212077
219,NonVIP,695.7780923475719
220,NonVIP,2375.7351648631407
221,NonVIP,238.17462999106522
222,NonVIP,970.1426326979116
223,NonVIP,273.96661909491974
224,NonVIP,513.0829221960271
225,NonVIP,1210.6622807670267
226,NonVIP,689.0776818866407
227,NonVIP,367.69006628908556
228,NonVIP,448.80251584455215
229,NonVIP,966.5942028368694
230,NonVIP,445.0997224952658
231,NonVIP,749.2346540735876
232,NonVIP,682.023770912934
233,NonVIP,464.80585804104044
234,NonVIP,2162.8222588326094
235,NonVIP,942.6126759676326
236,NonVIP,218.36578670942518
237,NonVIP,736.9719804808877
238,NonVIP,462.2091269395628
239,NonVIP,1062.9871970882225
240,NonVIP,430.14122881244975
241,NonVIP,624.4647964456825
242,NonVIP,878.0846518886009
243,NonVIP,1070.8043315525642
244,NonVIP,343.7233009907815
245,NonVIP,553.3685970650573
246,NonVIP,512.2332454690849
247,NonVIP,464.36409038630177
248,NonVIP,1756.3618750592932
249,NonVIP,831.0915365109325
250,NonVIP,332.4580960098286
251,NonVIP,1101.9361752946722
252,NonVIP,2137.0590953588603
253,NonVIP,1173.6289489313401
254,NonVIP,288.39945588041456
255,NonVIP,509.6230118467478
256,NonVIP,1335.152947987207
257,NonVIP,450.6909248921973
258,NonVIP,849.0352335256235
259,NonVIP,1018.4618005694451
260,NonVIP,399.48980306271403
261,NonVIP,643.7182009439747
262,NonVIP,111.86613832579438
263,NonVIP,378.6403451941848
264,NonVIP,578.8755510503885
265,NonVIP,334.86224889079045
266,NonVIP,1632.432017604824
267,NonVIP,302.9059139041263
268,NonVIP,522.1607717476707
269,NonVIP,714.731764319079
270,NonVIP,1469.5335389684324
271,NonVIP,301.95434089381195
272,NonVIP,1261.100540663194
273,NonVIP,668.8957267034649
274,NonVIP,387.6761173481884
275,NonVIP,857.6163979218047
276,NonVIP,742.0991299545449
277,NonVIP,478.1290702867781
278,NonVIP,691.1736860017243
279,NonVIP,538.1178142194872
280,NonVIP,707.9932359379936
281,NonVIP,957.352699891031
282,NonVIP,1591.3042609721185
283,NonVIP,336.70308064340446
284,NonVIP,2149.8822583434558
285,NonVIP,227.3184073638566
286,NonVIP,611.8689941371604
287,NonVIP,919.2650237795557
288,NonVIP,776.3050334233545
289,NonVIP,472.2531913426622
290,NonVIP,593.2006833903567
291,NonVIP,507.17163959650236
292,NonVIP,480.9913967064792
293,NonVIP,1061.3332219627496
294,NonVIP,809.4528432736092
295,NonVIP,454.36449239012865
296,NonVIP,1090.9235733868811
297,NonVIP,787.6192095754963
298,NonVIP,1040.1021051669652
299,NonVIP,940.3911098691265
300,NonVIP,421.5982068402356
301,NonVIP,488.7741040787451
302,NonVIP,1003.2615110262346
303,NonVIP,930.4828509556559
304,NonVIP,657.5390298769589
305,NonVIP,709.4784061425153
306,NonVIP,1343.0731903376898
307,NonVIP,480.4079967734739
308,NonVIP,898.6589168498665
309,NonVIP,595.1384342931078
310,NonVIP,590.0901596699886
311,NonVIP,1217.2229451302364
312,NonVIP,1047.3086812777688
313,NonVIP,1040.4725873134214
314,NonVIP,1363.7770117740981
315,NonVIP,672.869977691112
316,NonVIP,967.8471135084752
317,NonVIP,560.7938021585742
318,NonVIP,794.95975749394
319,NonVIP,619.1956642667207
320,NonVIP,701.589012811148
321,NonVIP,922.7297200973555
322,NonVIP,424.10396439550635
323,NonVIP,2102.3541121238954
324,NonVIP,382.4853837717968
325,NonVIP,341.1070177074158
326,NonVIP,1257.600702684316
327,NonVIP,1028.0452696598431
328,NonVIP,937.5460713202351
329,NonVIP,939.7275850224161
330,NonVIP,660.6764767888084
331,NonVIP,406.0637210488455
332,NonVIP,693.4592700351318
333,NonVIP,458.3169881911892
334,NonVIP,1137.190303822576
335,NonVIP,613.4620721624601
336,NonVIP,422.4100571984883
337,NonVIP,557.3747347693864
338,NonVIP,834.7333227195786
339,NonVIP,487.8224442801787
340,NonVIP,423.1720282061501
341,NonVIP,760.5394364618986
342,NonVIP,761.0747766783905
343,NonVIP,503.2974028597031
344,NonVIP,513.3351429239732
345,NonVIP,755.687148312365
346,NonVIP,299.93134911218704
347,NonVIP,306.70762250144423
348,NonVIP,448.0279766349902
349,NonVIP,591.4659206091183
350,NonVIP,789.1837323331687
351,NonVIP,1497.3406585036103
352,NonVIP,1066.0471054863942
353,NonVIP,609.1312785008517
354,NonVIP,658.221226729036
355,NonVIP,383.21985155886216
356,NonVIP,658.4033748625783
357,NonVIP,567.498297070328
358,NonVIP,794.3269943842663
359,NonVIP,422.00745554416727
360,NonVIP,885.0468512149631
361,NonVIP,1545.351083690086
362,NonVIP,626.5207650680143
363,NonVIP,829.5981667843834
364,NonVIP,972.2171602881357
365,NonVIP,533.4304733269578
366,NonVIP,752.3870344305199
367,NonVIP,669.7642738676305
368,NonVIP,701.8515077308948
369,NonVIP,434.7819403624528
370,NonVIP,674.1688479889506
371,NonVIP,874.715823255481
372,NonVIP,1477.5328525881093
373,NonVIP,1127.3206098211042
374,NonVIP,2173.83974721441
375,NonVIP,436.1380581725196
376,NonVIP,1074.6779885953717
377,NonVIP,735.7115330838881
378,NonVIP,2218.06752883513
379,NonVIP,426.4247618535287
380,NonVIP,419.1182026918128
381,NonVIP,478.3458684522613
382,NonVIP,206.82175836480255
383,NonVIP,498.1168749158213
384,NonVIP,438.11307367981817
385,NonVIP,722.4993949609268
386,NonVIP,802.6877521275253
387,NonVIP,1866.637497453306
388,NonVIP,1121.8485681798788
389,NonVIP,484.29924448120573
390,NonVIP,405.8046680930515
391,NonVIP,871.796080853082
392,NonVIP,321.78117575916065
393,NonVIP,1821.2936444306504
394,NonVIP,1272.4405985059104
395,NonVIP,513.8613034221949
396,NonVIP,259.2456347568325
397,NonVIP,1400.5633195640469
398,NonVIP,624.5323221745384
399,NonVIP,1313.9576538010338
400,NonVIP,276.7362226415251
401,NonVIP,478.35050477970094
402,NonVIP,667.0626935620986
403,NonVIP,682.5524176793946
404,NonVIP,519.2907772288082
405,NonVIP,936.891483462166
406,NonVIP,369.7432196786116
407,NonVIP,615.0424459552353
408,NonVIP,710.6376015799049
409,NonVIP,882.6611326672314
410,NonVIP,983.7661171220201
411,NonVIP,358.3273125223096
412,NonVIP,286.0701916608074
413,NonVIP,1343.0820000678784
414,NonVIP,798.5301351071955
415,NonVIP,440.68591238852224
416,NonVIP,1561.0806527437574
417,NonVIP,708.8337748200298
418,NonVIP,1272.3405693145849
419,NonVIP,690.3061292465603
420,NonVIP,2066.086172602456
421,NonVIP,1746.6194631082324
422,NonVIP,580.0241370839324
423,NonVIP,1134.9728660035069
424,NonVIP,948.5711239440852
425,NonVIP,1411.9787334486743
426,NonVIP,391.2286206600435
427,NonVIP,970.031265060519
428,NonVIP,1190.505716604669
429,NonVIP,252.82392111688353
430,NonVIP,346.9594165895796
431,NonVIP,216.68014982175782
432,NonVIP,573.5391739606231
433,NonVIP,986.9784848724939
434,NonVIP,1519.7427842805798
435,NonVIP,692.8074628697753
436,NonVIP,1629.0275978756413
437,NonVIP,311.3582560725948
438,NonVIP,260.63987319891316
439,NonVIP,645.1280121846639
440,NonVIP,821.5854892772877
441,NonVIP,653.2878792425594
442,NonVIP,213.34420449937167
443,NonVIP,633.3251645143263
444,NonVIP,324.58316007257577
445,NonVIP,961.3320760253151
446,NonVIP,813.7303415270165
447,NonVIP,396.654695480033
448,NonVIP,501.3844617247186
449,NonVIP,371.45679661776336
450,NonVIP,642.6026024183149
451,NonVIP,1124.7637316553828
452,NonVIP,386.7779185804752
453,NonVIP,877.6304309335486
454,NonVIP,496.88485038939905
455,NonVIP,430.05793933738346
456,NonVIP,627.1171103283331
457,NonVIP,376.3865683898915
458,NonVIP,490.53316041866657
459,NonVIP,344.1808200922128
460,NonVIP,1959.8021889063427
461,NonVIP,678.16793810206
462,NonVIP,452.6643812279413
463,NonVIP,748.2139383399785
464,NonVIP,625.2925202666598
465,NonVIP,589.0238765443618
466,NonVIP,932.4277652921852
467,NonVIP,1008.9134518660559
468,NonVIP,496.8183015523426
469,NonVIP,484.5884469165676
470,NonVIP,571.7612828335489
471,NonVIP,187.53084890964945
472,NonVIP,289.0630746811174
473,NonVIP,1410.6147018017837
474,NonVIP,1643.7446520674691
475,NonVIP,580.0012033292941
476,NonVIP,913.3382826696308
477,NonVIP,789.3324474359501
478,NonVIP,3616.942897780434
479,NonVIP,1231.2266173103806
480,NonVIP,619.9540266253547
481,NonVIP,393.25283759660215
482,NonVIP,274.9129559813903
483,NonVIP,743.8987967647995
484,NonVIP,438.78392340520566
485,NonVIP,304.22284016179725
486,NonVIP,466.09287351967834
487,NonVIP,366.92174557858306
488,NonVIP,1682.31802689124
489,NonVIP,1080.2004084921896
490,NonVIP,662.2314037007594
491,NonVIP,1501.1237546802263
492,NonVIP,694.0559446921579
493,NonVIP,414.1771120679574
494,NonVIP,1537.2005899891913
495,NonVIP,894.6213212807569
496,NonVIP,375.97197841490157
497,NonVIP,599.0312260480847
498,NonVIP,410.9246895650977
499,NonVIP,310.89652754772777
500,NonVIP,1106.9875113766248
501,NonVIP,1901.0832841973588
502,NonVIP,308.21199276177424
503,NonVIP,906.5381191127675
504,NonVIP,465.05077212060706
505,NonVIP,508.8132426608351
506,NonVIP,480.19071200450634
507,NonVIP,413.56102147693
508,NonVIP,683.1311730451816
509,NonVIP,421.14510256464393
510,NonVIP,771.8199166141623
511,NonVIP,647.0147163778056
512,NonVIP,583.2282237890469
513,NonVIP,403.7678103464442
514,NonVIP,484.3344924825402
515,NonVIP,1007.7396929942032
516,NonVIP,876.1212137226568
517,NonVIP,388.5199871114969
518,NonVIP,702.4911252177257
519,NonVIP,1005.5228337985678
520,NonVIP,265.5563596042664
521,NonVIP,896.8136620010134
522,NonVIP,461.996323186728
523,NonVIP,910.3501154107792
524,NonVIP,437.1198719060439
525,NonVIP,246.48837808289335
526,NonVIP,271.74161206648444
527,NonVIP,682.9671219178621
528,NonVIP,767.2766105688943
529,NonVIP,404.48953155169875
530,NonVIP,945.0386747593267
531,NonVIP,266.71054407667276
532,NonVIP,641.4018109857853
533,NonVIP,341.7027100366596
534,NonVIP,464.7455914522583
535,NonVIP,682.7093836393067
536,NonVIP,414.3755337790329
537,NonVIP,538.342217890378
538,NonVIP,1156.8557517733004
539,NonVIP,484.3023839014662
540,NonVIP,1053.2444818025167
541,NonVIP,357.33053791690804
542,NonVIP,890.1520562511301
543,NonVIP,1469.7722581793564
544,NonVIP,170.81746409547955
545,NonVIP,429.1075597331636
546,NonVIP,913.5971048496303
547,NonVIP,594.8593777377276
548,NonVIP,815.7681872517452
549,NonVIP,477.13914040097484
550,NonVIP,697.5850090965646
551,NonVIP,610.560581079075
552,NonVIP,1264.3078963304708
553,NonVIP,765.0425581254287
554,NonVIP,800.8562470764585
555,NonVIP,530.3131433776881
556,NonVIP,508.6786985986099
557,NonVIP,524.315182438213
558,NonVIP,826.2923770879064
559,NonVIP,527.6633763248634
560,NonVIP,780.0641588938737
561,NonVIP,2082.804203024341
562,NonVIP,1073.9713372756785
563,NonVIP,555.9548340943451
564,NonVIP,1287.7704351378377
565,NonVIP,531.4231225207512
566,NonVIP,216.8121923264153
567,NonVIP,382.05039691265887
568,NonVIP,237.71309027828264
569,NonVIP,548.2150208356753
570,NonVIP,671.913833641661
571,NonVIP,1672.4426839873622
572,NonVIP,796.16787000055
573,NonVIP,589.6296978857964
574,NonVIP,1049.6090806128454
575,NonVIP,197.1323991789124
576,NonVIP,757.1701575373892
577,NonVIP,1016.3528454108407
578,NonVIP,294.9416572720124
579,NonVIP,1247.70946801627
580,NonVIP,801.2500127294973
581,NonVIP,529.3191972602095
582,NonVIP,942.0233164672927
583,NonVIP,2318.9761945132273
584,NonVIP,735.1146256231505
585,NonVIP,762.4380981753238
586,NonVIP,516.6426856271923
587,NonVIP,416.79129161982553
588,NonVIP,1050.1462289265417
589,NonVIP,415.36343989054456
590,NonVIP,691.8446460393615
591,NonVIP,511.4697297566807
592,NonVIP,865.6138463074618
593,NonVIP,799.1224258794222
594,NonVIP,1176.909212171642
595,NonVIP,502.44741145205904
596,NonVIP,573.3915321712445
597,NonVIP,388.2618395889744
598,NonVIP,520.9419978005774
599,NonVIP,818.5342748841218
600,NonVIP,1008.6254468071288
601,NonVIP,400.5381715490982
602,NonVIP,1073.074590500106
603,NonVIP,1401.9239502196478
604,NonVIP,834.9644898101159
605,NonVIP,1867.2792370127504
606,NonVIP,434.5955986849754
607,NonVIP,335.43893005417704
608,NonVIP,250.0607436884963
609,NonVIP,1514.4753757201743
610,NonVIP,953.2727946315753
611,NonVIP,645.114893893056
612,NonVIP,775.8682652341197
613,NonVIP,358.1604333929101
614,NonVIP,2553.3553296867776
615,NonVIP,714.1347357623023
616,NonVIP,706.3897486159988
617,NonVIP,991.4530983847075
618,NonVIP,866.5805607762851
619,NonVIP,752.3007769663218
620,NonVIP,430.6256062072392
621,NonVIP,862.045105986164
622,NonVIP,1872.6568428051785
623,NonVIP,1394.0675187213778
624,NonVIP,1597.5917924310631
625,NonVIP,502.116105076714
626,NonVIP,385.95367482572203
627,NonVIP,620.6809575423393
628,NonVIP,685.8429747608303
629,NonVIP,1214.157057495586
630,NonVIP,262.2096707245433
631,NonVIP,1542.6433356417187
632,NonVIP,609.778426406095
633,NonVIP,525.9548705002865
634,NonVIP,381.2070224650825
635,NonVIP,267.68979545645135
636,NonVIP,1046.015874796139
637,NonVIP,692.5115259912175
638,NonVIP,327.18360782602866
639,NonVIP,326.2639366302067
640,NonVIP,552.9781093023431
641,NonVIP,1665.6352129025354
642,NonVIP,576.6438068572761
643,NonVIP,290.9848999983263
644,NonVIP,581.0526165227611
645,NonVIP,572.4938749757113
646,NonVIP,150.91433325447719
647,NonVIP,645.5726958676282
648,NonVIP,585.8044368610779
649,NonVIP,975.4642393953861
650,NonVIP,1838.9055286117534
651,NonVIP,1235.969258879062
652,NonVIP,573.7026439524648
653,NonVIP,361.9154967531212
654,NonVIP,2738.999239994286
655,NonVIP,687.162045643817
656,NonVIP,670.2569260212981
657,NonVIP,656.3742977654222
658,NonVIP,741.7013125726747
659,NonVIP,614.372716090004
660,NonVIP,485.16347510445695
661,NonVIP,492.368579977384
662,NonVIP,653.2668520948637
663,NonVIP,493.29944140551856
664,NonVIP,449.4096441269632
665,NonVIP,705.2389102766767
666,NonVIP,578.1090567763733
667,NonVIP,1521.1108111087906
668,NonVIP,154.77409549422262
669,NonVIP,1212.3655966664085
670,NonVIP,1319.9469902515646
671,NonVIP,212.647395154649
